first_purchase_month,purchase_month,user_id
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,46634
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,190036
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,193900
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,194516
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,194516
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,778122
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,46634
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,751135
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,200303
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,751135
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,202523
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,206900
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,103734
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,103734
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,104453
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,738057
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,723511
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,410672
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,423026
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,423026
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,424913
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,707079
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,472067
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,707079
2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,707079
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,103734
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,103734
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,958424
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,743010
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,62915
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,205629
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,743010
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,750206
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,751135
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,199291
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,199291
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,46634
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,198214
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,194750
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,194516
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,194516
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,194516
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,778122
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,190036
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,714860
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,46634
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,46634
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,686779
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,410672
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,46634
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,188511
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,188256
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,188256
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,179225
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,179225
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,172817
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,172404
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,166365
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,165952
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,423026
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,165952
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,702745
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,702745
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,952084
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,165952
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,165952
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,699686
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,699686
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,713383
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,713383
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,695792
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,695792
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,647638
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,163672
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,460736
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,702745
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,703228
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,702745
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,686779
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,703228
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,703228
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,714860
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,954037
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,104763
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,723511
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,108227
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,103734
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,103734
2020-04-01T00:00:00Z,2020-06-01T00:00:00Z,738057
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,218942
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,163996
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,164561
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,166530
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,169324
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,169439
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,174327
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,174327
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,174327
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,179048
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,180572
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,183321
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,183842
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,183842
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,183842
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,183842
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,185415
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,188683
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,188838
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,189329
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,189565
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,197720
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,198598
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,199029
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,200569
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,200918
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,201890
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,201890
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,207697
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,208572
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,210651
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,212309
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,212309
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,212309
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,212309
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,218942
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,218942
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,218942
2020-05-01T00:00:00Z,2020-05-01T00:00:00Z,218942
